ФИО клиента,Дата рождения,Номер счета,Баланс счета,Валюта,идентификатор транзакции,Тип операции,сумма,Дата транзакции
Синклитикия Кузьминична Бирюкова,05.02.1979,55262793036358046035,"402226,65",RUB,TXN-000431,пополнение,"27219,87",03.08.2025
Емельянова Елизавета Константиновна,04.07.1985,50768210241236287300,"412670,2",RUB,TXN-000432,списание,"10967,26",05.03.2025
Синклитикия Кузьминична Бирюкова,05.02.1979,55262793036358046035,"374088,99",RUB,TXN-000433,списание,"28137,66",05.08.2025
Надежда Владиславовна Самсонова,08.03.1992,78602808705459454432,"405281,59",RUB,TXN-000434,пополнение,"17840,94",14.07.2025
Лазарева Клавдия Никифоровна,17.07.2002,30877956582229283686,"282100,98",RUB,TXN-000435,пополнение,"15295,71",13.04.2024
Юлия Афанасьевна Киселева,05.04.1935,98520320237825945395,"229379,95",EUR,TXN-000436,пополнение,"1143,77",22.03.2023
Феофан Фокич Константинов,06.01.1979,39487202310676406682,"60221,33",EUR,TXN-000437,пополнение,"4091,64",21.07.2025
Ермил Иларионович Борисов,29.08.1945,15682926376462151254,"529225,37",RUB,TXN-000438,пополнение,"12302,57",17.07.2025
Савина Дарья Феликсовна,04.10.1981,01594841938006291821,"151406,29",RUB,TXN-000439,пополнение,"24960,12",02.10.2024
Кондратьева Фаина Матвеевна,11.10.1999,48069638436328706877,"110949,89",RUB,TXN-000440,пополнение,"6609,53",29.05.2024
Савина Дарья Феликсовна,04.10.1981,41630356662573719887,"39241,83",RUB,TXN-000441,пополнение,"4558,06",30.08.2022
Денис Димитриевич Лазарев,01.02.1983,17168076555810597290,"242700,29",RUB,TXN-000442,пополнение,"23483,23",20.07.2025
Фёкла Ефимовна Шарапова,28.12.1982,42762534464294644825,"102792,39",RUB,TXN-000443,списание,"3868,8",22.06.2022
Клавдия Захаровна Васильева,30.09.1976,61023594373912577861,"467171,67",RUB,TXN-000444,списание,"1854,33",24.07.2025
Мартьян Фёдорович Кудряшов,11.09.1969,68743646009211691315,"493746,73",RUB,TXN-000445,пополнение,"16934,22",18.07.2025
Ксения Дмитриевна Шубина,15.12.1940,25352384691482853675,"233938,43",RUB,TXN-000446,списание,"23757,69",17.07.2025
Сафонова Варвара Харитоновна,06.02.1983,92832198326716442413,"521682,12",RUB,TXN-000447,пополнение,"46679,41",16.05.2025
Беляков Карл Августович,27.03.2007,12286798530761746347,"450890,94",RUB,TXN-000448,пополнение,"35469,08",12.07.2025
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"150559,88",RUB,TXN-000449,пополнение,"46928,54",15.11.2023
Иванна Егоровна Федорова,06.08.1990,73737822192244195450,"228157,6",RUB,TXN-000450,списание,"39519,73",29.08.2024
Иванна Егоровна Федорова,06.08.1990,19726261952286496806,"21605,18",RUB,TXN-000451,списание,"23907,78",08.12.2022
Синклитикия Кузьминична Бирюкова,05.02.1979,55262793036358046035,"377885,33",RUB,TXN-000452,пополнение,"3796,34",05.08.2025
Евсеев Арефий Адамович,21.11.1948,71986601332671321535,"48420,14",RUB,TXN-000453,списание,"36274,07",30.04.2025
Виноградова Марфа Андреевна,30.09.1990,93898177672506080061,"281025,99",RUB,TXN-000454,пополнение,"8793,11",15.06.2023
Леонтий Эдгарович Константинов,07.07.1958,93130175159868466260,"295360,74",USD,TXN-000455,пополнение,"4185,95",06.04.2025
Ксения Дмитриевна Шубина,15.12.1940,06991809580338445008,"89293,86",RUB,TXN-000456,списание,"14413,65",19.06.2025
Аполлон Феодосьевич Красильников,04.01.1974,50660851436704202567,"415405,71",RUB,TXN-000457,пополнение,"8286,77",30.08.2024
Рожкова Виктория Евгеньевна,17.04.1951,01421333326843114699,"140780,48",RUB,TXN-000458,списание,"27247,1",04.08.2025
Мартынов Никифор Ефимович,01.09.2005,45284704203460218959,"495653,92",RUB,TXN-000459,пополнение,"30575,52",18.01.2025
Попова Варвара Наумовна,28.08.1950,57830093612040700115,"18065,39",USD,TXN-000460,пополнение,"573,07",05.01.2024
Елизавета Ильинична Галкина,26.05.1942,50804325124819714670,"389813,17",EUR,TXN-000461,списание,"258,82",18.04.2023
Конон Эдуардович Егоров,06.04.1956,59893792274290284916,"481802,67",RUB,TXN-000462,пополнение,"14434,16",08.04.2025
Прохорова Прасковья Руслановна,24.12.1998,03388896194371541907,"348369,6",RUB,TXN-000463,пополнение,"49465,07",14.02.2024
Фаина Робертовна Елисеева,21.03.1985,39752945457649538306,"505651,29",RUB,TXN-000464,пополнение,"21363,51",31.12.2022
Комарова Милица Ждановна,02.12.1985,78399839998618376670,"438017,94",RUB,TXN-000465,пополнение,"15865,2",13.07.2021
Емельянова Елизавета Константиновна,04.07.1985,50768210241236287300,"365603,59",RUB,TXN-000466,списание,"47066,61",03.06.2025
Ермаков Парамон Феоктистович,17.10.1977,12078358583783479562,"114211,19",RUB,TXN-000467,списание,"27572,21",26.07.2024
Исаев Стоян Васильевич,13.05.1936,45877700748187830041,"538351,31",RUB,TXN-000468,пополнение,"19984,09",24.07.2025
Никонова Василиса Максимовна,07.11.2005,74692674377254175140,"165880,62",RUB,TXN-000469,пополнение,"13063,74",12.01.2025
Елизавета Ильинична Галкина,26.05.1942,50804325124819714670,"388242,08",EUR,TXN-000470,списание,"1571,09",26.05.2025
Фаина Робертовна Елисеева,21.03.1985,27496337711220257954,"384776,81",RUB,TXN-000471,пополнение,"5024,39",09.10.2024
Мишина Ирина Николаевна,24.04.2004,24615525994187278221,"353580,6",RUB,TXN-000472,пополнение,"18324,87",04.08.2025
Лазарева Клавдия Никифоровна,17.07.2002,37543708073842883371,"293311,14",RUB,TXN-000473,списание,"40923,4",05.11.2024
Пелагея Аркадьевна Стрелкова,06.03.1935,92236380761708816926,"317885,73",RUB,TXN-000474,списание,"28285,59",27.07.2025
Нифонт Давидович Абрамов,14.06.1936,51557678529204388493,"137212,42",RUB,TXN-000475,пополнение,"2820,14",27.10.2024
Волкова Марфа Богдановна,17.10.1963,74376103712002420079,"62284,42",RUB,TXN-000476,списание,"25483,33",08.08.2025
Беляков Карл Августович,27.03.2007,12286798530761746347,"497684,83",RUB,TXN-000477,пополнение,"46793,89",27.07.2025
Федор Григорьевич Терентьев,23.03.1941,40092927801913168659,"156563,59",RUB,TXN-000478,списание,"40027,62",18.05.2025
Михаил Валерьянович Ковалев,13.09.2005,41582002942872856331,"156030,11",RUB,TXN-000479,списание,"48291,95",11.04.2025
Игнатьева Ксения Болеславовна,25.08.1969,56552766549748805626,"232475,06",RUB,TXN-000480,списание,"9942,41",18.10.2023
Фаина Робертовна Елисеева,21.03.1985,39752945457649538306,"553764,86",RUB,TXN-000481,пополнение,"48113,57",19.02.2024
Ермил Иларионович Борисов,29.08.1945,58586817713633595928,"114825,7",RUB,TXN-000482,списание,"4541,59",19.10.2024
Николаева Фаина Дмитриевна,27.05.1988,85964954857184690949,"326889,57",RUB,TXN-000483,пополнение,"46764,41",09.08.2025
Ольга Ильинична Гаврилова,12.11.1995,10944158191265775922,"412929,14",RUB,TXN-000484,пополнение,"5393,98",19.07.2025
Мишина Ирина Николаевна,24.04.2004,24615525994187278221,"401984,91",RUB,TXN-000485,пополнение,"48404,31",06.08.2025
Комарова Милица Ждановна,02.12.1985,78399839998618376670,474006,RUB,TXN-000486,пополнение,"35988,06",17.01.2022
Зиновьева Юлия Даниловна,29.12.2003,79848126655195321041,507189,RUB,TXN-000487,пополнение,"16616,5",09.08.2025
Лазарев Терентий Чеславович,05.07.1989,31378268392402773177,"329920,46",USD,TXN-000488,пополнение,"2249,77",11.11.2024
Нифонт Давидович Абрамов,14.06.1936,63870045289536785574,"221567,4",RUB,TXN-000489,пополнение,"46581,37",04.08.2025
г-н Мамонтов Бронислав Викторович,28.07.2003,05724096908769644407,446648,RUB,TXN-000490,пополнение,"30161,81",07.07.2025
Юдин Ратмир Ефстафьевич,04.07.1935,50151944555192570015,"97899,55",RUB,TXN-000491,списание,"31731,08",28.06.2025
Зиновьева Юлия Даниловна,29.12.2003,79848126655195321041,"550843,23",RUB,TXN-000492,пополнение,"43654,23",10.08.2025
Лазарев Терентий Чеславович,05.07.1989,31378268392402773177,"332586,94",USD,TXN-000493,пополнение,"2666,48",19.05.2025
Евгения Александровна Филатова,18.11.1952,38520382863294428343,"447691,99",RUB,TXN-000494,списание,"15816,11",26.03.2025
Леонтий Вячеславович Морозов,21.09.1950,77651645977260069869,"233389,83",RUB,TXN-000495,пополнение,"47903,17",07.07.2025
Лазарева София Сергеевна,04.08.2000,96653853232141525980,"456930,97",RUB,TXN-000496,пополнение,"31038,07",26.06.2025
Павел Ануфриевич Дементьев,13.02.2007,11539222576339108178,"297992,6",EUR,TXN-000497,пополнение,"1431,72",10.08.2025
Ольга Ильинична Гаврилова,12.11.1995,49978494142694702284,"307025,16",USD,TXN-000498,пополнение,"963,62",06.08.2025
Савина Дарья Феликсовна,04.10.1981,01594841938006291821,"149819,74",RUB,TXN-000499,списание,"1586,55",17.06.2025
Леонтий Вячеславович Морозов,21.09.1950,24877776777960334953,"117471,82",RUB,TXN-000500,пополнение,"16152,15",04.03.2022
Емельянова Елизавета Константиновна,04.07.1985,50768210241236287300,"412442,99",RUB,TXN-000501,пополнение,"46839,4",11.07.2025
Комаров Гремислав Адамович,18.04.1967,60449356805627484893,"391222,73",USD,TXN-000502,списание,"2419,45",21.08.2024
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"174464,59",RUB,TXN-000503,пополнение,"23904,71",03.04.2024
Волкова Марфа Богдановна,17.10.1963,74376103712002420079,"86922,14",RUB,TXN-000504,пополнение,"24637,72",09.08.2025
Орехова Любовь Геннадиевна,03.06.2001,54806441265151112138,"261388,81",USD,TXN-000505,списание,"28,24",15.03.2024
Денис Димитриевич Лазарев,01.02.1983,80742668620727740969,"467474,39",RUB,TXN-000506,пополнение,"24131,3",06.03.2025
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"176450,04",RUB,TXN-000507,пополнение,"1985,45",02.06.2024
Петр Фадеевич Петров,17.02.2005,98136102375181436749,"236694,58",RUB,TXN-000508,списание,38287,31.05.2025
Шашкова Анжелика Николаевна,20.01.1958,85345273799296837262,"259922,26",RUB,TXN-000509,списание,"42589,31",24.07.2025
Овчинникова Алевтина Робертовна,06.05.1975,55101310675352791405,"392037,13",RUB,TXN-000510,списание,"3577,57",23.07.2025
Мишина Ирина Николаевна,24.04.2004,24615525994187278221,"369527,01",RUB,TXN-000511,списание,"32457,9",10.08.2025
Ермаков Парамон Феоктистович,17.10.1977,12078358583783479562,"133241,53",RUB,TXN-000512,пополнение,"19030,34",19.02.2025
Зиновьева Юлия Даниловна,29.12.2003,97306037155849349479,"154081,26",RUB,TXN-000513,пополнение,"5033,78",23.07.2024
Анастасия Натановна Федотова,26.06.1988,53228584174138331516,"134683,47",RUB,TXN-000514,списание,"2518,37",23.05.2025
Михайлов Болеслав Федосеевич,08.11.1943,84935729033082457525,"4820,41",RUB,TXN-000515,списание,"5648,34",09.08.2025
Ермил Иларионович Борисов,29.08.1945,15682926376462151254,"543386,77",RUB,TXN-000516,пополнение,"14161,4",09.08.2025
Ильин Симон Давыдович,17.03.1992,50684432847849818355,"320561,12",RUB,TXN-000517,списание,"32738,47",01.01.2024
Устинов Мартьян Артемьевич,11.08.1945,09543205179469171304,"14520,17",RUB,TXN-000518,пополнение,"6524,85",04.11.2024
Клавдия Захаровна Васильева,30.09.1976,61023594373912577861,"469734,21",RUB,TXN-000519,пополнение,"2562,54",01.08.2025
Елизавета Ильинична Галкина,26.05.1942,50804325124819714670,"385747,32",EUR,TXN-000520,списание,"2494,76",26.05.2025
Дарья Ивановна Дроздова,24.03.1963,60581294830354035993,"373381,37",RUB,TXN-000521,списание,"43370,89",23.08.2024
Суханова Евпраксия Львовна,20.07.1945,48323452134327931103,"417780,09",USD,TXN-000522,пополнение,"1458,94",19.04.2025
Кондратьева Фаина Матвеевна,11.10.1999,98924773003575881901,"76356,41",RUB,TXN-000523,пополнение,"11510,67",28.06.2025
Раиса Архиповна Суханова,24.01.2004,32906913857165860792,"146115,62",RUB,TXN-000524,списание,"39549,32",12.07.2025
Доронин Мариан Феофанович,31.07.2005,05905052750472545906,"268493,89",USD,TXN-000525,пополнение,"2239,39",22.01.2025
Никонова Василиса Максимовна,07.11.2005,67203173155935191937,"350906,31",RUB,TXN-000526,пополнение,"44388,34",15.11.2024
Калинин Мина Яковлевич,09.06.1994,16291612630487898634,"424676,76",RUB,TXN-000527,пополнение,"35161,22",30.04.2025
Харитонова Дарья Вячеславовна,05.12.1990,06616708627675842207,"70667,26",RUB,TXN-000528,пополнение,"20046,01",26.03.2025
Мартынов Никифор Ефимович,01.09.2005,15619190708569692187,"523302,1",RUB,TXN-000529,списание,"21149,31",21.07.2025
Прохорова Александра Николаевна,25.10.1972,39214296507148718495,"107449,49",RUB,TXN-000530,списание,"18172,86",22.09.2024
Терентий Федотович Авдеев,21.05.2001,61510611446072383946,"340217,08",RUB,TXN-000531,пополнение,"3873,96",21.05.2023
Ксения Матвеевна Симонова,11.12.1974,29277170572708849356,"439400,93",USD,TXN-000532,пополнение,"2072,58",04.08.2025
Алевтина Вячеславовна Орлова,01.07.1964,17611854958699831738,"272889,84",RUB,TXN-000533,пополнение,"8456,78",24.11.2024
Овчинникова Алевтина Робертовна,06.05.1975,55101310675352791405,"353452,1",RUB,TXN-000534,списание,"38585,03",10.08.2025
Буров Ян Владиславович,07.07.1951,14533313050950597113,"387140,32",RUB,TXN-000535,пополнение,"36084,03",08.08.2025
Селиверст Борисович Родионов,27.12.2006,97672345039464067637,"219755,47",RUB,TXN-000536,списание,"42142,47",22.06.2025
Субботин Флорентин Эдгардович,12.06.1990,91200547137503014772,"505632,92",RUB,TXN-000537,пополнение,"23588,23",04.05.2025
Фёкла Ефимовна Шарапова,28.12.1982,42762534464294644825,"145537,88",RUB,TXN-000538,пополнение,"42745,49",11.06.2023
Евсеев Арефий Адамович,21.11.1948,71986601332671321535,"83144,58",RUB,TXN-000539,пополнение,"34724,44",20.06.2025
Евсеев Арефий Адамович,21.11.1948,68996098323391090719,"267567,69",RUB,TXN-000540,списание,"20284,1",06.07.2025
Буров Ян Владиславович,07.07.1951,60529691130286631352,"404135,06",RUB,TXN-000541,списание,"41059,93",24.07.2025
Глеб Георгиевич Жуков,14.08.1944,83114364593198963292,"291291,79",USD,TXN-000542,пополнение,"1966,07",30.07.2023
Субботин Флорентин Эдгардович,12.06.1990,91200547137503014772,"488035,85",RUB,TXN-000543,списание,"17597,07",29.07.2025
Евсеев Арефий Адамович,21.11.1948,71986601332671321535,"83256,61",RUB,TXN-000544,пополнение,"112,03",29.06.2025
Васильев Юрий Фомич,08.10.1942,16445857683165088124,"53664,92",RUB,TXN-000545,пополнение,"12511,4",09.08.2025
Лазарева Клавдия Никифоровна,17.07.2002,30877956582229283686,"312473,39",RUB,TXN-000546,пополнение,"30372,41",14.10.2024
Евгения Александровна Филатова,18.11.1952,38520382863294428343,"490987,68",RUB,TXN-000547,пополнение,"43295,69",13.05.2025
Игорь Игнатьевич Кононов,14.01.1992,14956367057431550852,"340842,86",RUB,TXN-000548,списание,"3757,96",02.08.2025
Комиссаров Ферапонт Алексеевич,22.10.1946,08718685539916451493,"228072,2",RUB,TXN-000549,пополнение,"37026,89",12.04.2025
Мартьян Фёдорович Кудряшов,11.09.1969,77537790336674678223,"82597,04",RUB,TXN-000550,списание,"35052,7",01.02.2025
Наум Игоревич Корнилов,11.12.1937,20550242929244304943,"71272,68",EUR,TXN-000551,пополнение,"3666,17",12.02.2022
Нифонт Давидович Абрамов,14.06.1936,63870045289536785574,"229263,59",RUB,TXN-000552,пополнение,"7696,19",08.08.2025
Денис Димитриевич Лазарев,01.02.1983,80742668620727740969,"454430,34",RUB,TXN-000553,списание,"13044,05",22.07.2025
Мишина Ирина Николаевна,24.04.2004,66203840477480321768,"357839,05",USD,TXN-000554,списание,"4984,07",08.07.2025
Шашкова Анжелика Николаевна,20.01.1958,99512535090277357663,"94242,4",RUB,TXN-000555,списание,"13374,47",16.05.2025
Селиверст Борисович Родионов,27.12.2006,97672345039464067637,"220753,08",RUB,TXN-000556,пополнение,"997,61",11.07.2025
Овчинникова Алевтина Робертовна,06.05.1975,55101310675352791405,"387894,22",RUB,TXN-000557,пополнение,"34442,12",10.08.2025
Константинова Синклитикия Геннадьевна,15.02.1936,65854960628584636067,"425968,75",USD,TXN-000558,списание,"686,12",23.07.2025
Пелагея Наумовна Лебедева,02.09.1939,83359995081483265724,"41561,52",RUB,TXN-000559,списание,"24241,47",08.08.2025
Людмила Болеславовна Беспалова,22.03.1972,44135964820383194283,"553268,45",RUB,TXN-000560,пополнение,"44403,11",20.08.2023
Мартынов Никифор Ефимович,01.09.2005,45284704203460218959,"515912,34",RUB,TXN-000561,пополнение,"20258,42",06.02.2025
Дарья Ивановна Дроздова,24.03.1963,49464754810726975986,"488280,79",USD,TXN-000562,пополнение,"3388,7",12.05.2023
Евсеев Арефий Адамович,21.11.1948,68996098323391090719,"290125,28",RUB,TXN-000563,пополнение,"22557,59",11.07.2025
Ермил Иларионович Борисов,29.08.1945,58586817713633595928,"122652,35",RUB,TXN-000564,пополнение,"7826,65",20.10.2024
Савельев Фока Елизарович,22.09.1958,96882319244566018915,"129313,98",RUB,TXN-000565,пополнение,"21678,61",31.01.2022
Красильников Гостомысл Фадеевич,20.03.1983,43528420951208717804,"76560,32",USD,TXN-000566,списание,"1115,04",28.07.2025
Баранова Анна Олеговна,26.03.1994,95263842112131981850,"576704,92",RUB,TXN-000567,пополнение,"28741,36",06.08.2025
Регина Вениаминовна Белозерова,23.10.1982,19575335378033152643,"168825,21",RUB,TXN-000568,списание,"28597,55",28.11.2024
Прохорова Прасковья Руслановна,24.12.1998,77665585114312675407,"357109,68",RUB,TXN-000569,пополнение,"38278,82",04.07.2025
Дарья Ивановна Дроздова,24.03.1963,49464754810726975986,"489776,21",USD,TXN-000570,пополнение,"1495,42",20.03.2024
Кондратьева Фаина Матвеевна,11.10.1999,98924773003575881901,"102611,73",RUB,TXN-000571,пополнение,"26255,32",08.08.2025
Михайлов Болеслав Федосеевич,08.11.1943,69286010886924368178,"423975,02",RUB,TXN-000572,пополнение,"4381,13",25.07.2025
Ермил Иларионович Борисов,29.08.1945,15682926376462151254,"508891,73",RUB,TXN-000573,списание,"34495,04",10.08.2025
Борисов Андрон Чеславович,02.04.2001,40744635326731920729,"55698,81",RUB,TXN-000574,пополнение,"15549,08",21.07.2025
Шашкова Анжелика Николаевна,20.01.1958,99512535090277357663,"91963,72",RUB,TXN-000575,списание,"2278,68",29.07.2025
Крылов Ратмир Фёдорович,22.01.1994,16017516315887221436,"491169,04",RUB,TXN-000576,пополнение,"48390,22",09.02.2024
Конон Эдуардович Егоров,06.04.1956,59893792274290284916,"529757,98",RUB,TXN-000577,пополнение,"47955,31",28.05.2025
Николаева Фаина Дмитриевна,27.05.1988,50243294730672516755,"369996,34",RUB,TXN-000578,пополнение,"3442,86",26.07.2024
Калинин Мина Яковлевич,09.06.1994,96072124796667035810,"469552,47",RUB,TXN-000579,пополнение,"26449,57",08.08.2025
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"212494,68",RUB,TXN-000580,пополнение,"36044,64",30.09.2024
Людмила Болеславовна Беспалова,22.03.1972,81847152947904231821,"413613,86",RUB,TXN-000581,пополнение,"34451,22",09.12.2023
Михайлов Болеслав Федосеевич,08.11.1943,84935729033082457525,"50233,79",RUB,TXN-000582,пополнение,"45413,38",09.08.2025
Олег Изотович Калашников,13.03.1942,80983865481182787303,"124023,43",RUB,TXN-000583,пополнение,"34659,38",27.07.2023
Баранова Анна Олеговна,26.03.1994,80236931652554390951,"314071,1",USD,TXN-000584,пополнение,"3866,67",20.08.2023
Савина Дарья Феликсовна,04.10.1981,01594841938006291821,"193804,93",RUB,TXN-000585,пополнение,"43985,19",24.07.2025
Глеб Георгиевич Жуков,14.08.1944,14532615353338622553,"458072,7",RUB,TXN-000586,пополнение,"3615,99",10.08.2025
Александров Вячеслав Давыдович,07.10.2000,98996069459646827161,"377536,48",USD,TXN-000587,пополнение,"4726,16",09.08.2025
Игнатьева Ксения Болеславовна,25.08.1969,56552766549748805626,"266073,15",RUB,TXN-000588,пополнение,"33598,09",25.11.2023
Михаил Валерьянович Ковалев,13.09.2005,99524700644080498375,"233011,05",USD,TXN-000589,пополнение,"4589,62",12.07.2025
Федор Григорьевич Терентьев,23.03.1941,40092927801913168659,"119724,52",RUB,TXN-000590,списание,"36839,07",03.07.2025
Сафонова Варвара Харитоновна,06.02.1983,42471587776751170553,"400099,75",RUB,TXN-000591,списание,"6715,45",28.07.2025
Зыкова Алина Алексеевна,09.10.1952,26906400082498587708,"471955,09",RUB,TXN-000592,пополнение,"31235,58",18.04.2025
Евсеев Арефий Адамович,21.11.1948,71986601332671321535,"72225,56",RUB,TXN-000593,списание,"11031,05",09.08.2025
Михаил Валерьянович Ковалев,13.09.2005,99524700644080498375,"232482,29",USD,TXN-000594,списание,"528,76",30.07.2025
Петр Фадеевич Петров,17.02.2005,98136102375181436749,"277735,98",RUB,TXN-000595,пополнение,"41041,4",01.07.2025
Евсеева Пелагея Ниловна,16.01.1983,17181867165363196714,"43189,33",RUB,TXN-000596,списание,"25964,36",22.11.2023
Евсеев Арефий Адамович,21.11.1948,71986601332671321535,"57768,41",RUB,TXN-000597,списание,"14457,15",09.08.2025
Надежда Владиславовна Самсонова,08.03.1992,78602808705459454432,"380253,22",RUB,TXN-000598,списание,"25028,37",14.07.2025
Ермил Иларионович Борисов,29.08.1945,15682926376462151254,"540138,91",RUB,TXN-000599,пополнение,"31247,18",10.08.2025
Сафонова Варвара Харитоновна,06.02.1983,92202342542557103692,"475303,4",USD,TXN-000600,пополнение,"1319,46",16.06.2025
Костин Митофан Эдуардович,25.10.1976,56689401348024232307,"256847,57",RUB,TXN-000601,пополнение,"44352,89",04.10.2024
Комарова Милица Ждановна,02.12.1985,39437395145416376680,"307735,33",RUB,TXN-000602,списание,"17883,89",25.03.2025
Овчинников Филипп Чеславович,15.07.1998,79911451469976784493,"415169,59",RUB,TXN-000603,пополнение,"49585,14",06.10.2024
Парамон Фадеевич Прохоров,24.07.2001,86207568409642800025,"68740,37",RUB,TXN-000604,пополнение,"25121,93",08.08.2025
Фёкла Ефимовна Шарапова,28.12.1982,48579726695618990022,"157679,94",RUB,TXN-000605,списание,"6823,89",07.04.2025
Лазарева Клавдия Никифоровна,17.07.2002,37543708073842883371,"281828,93",RUB,TXN-000606,списание,"11482,21",04.08.2025
Ермаков Парамон Феоктистович,17.10.1977,95985837319843106517,"254838,03",RUB,TXN-000607,пополнение,"7332,13",24.11.2024
Терентий Федотович Авдеев,21.05.2001,91033053000797167796,"30445,31",RUB,TXN-000608,пополнение,"28038,54",25.07.2025
Ия Аркадьевна Одинцова,21.05.1977,58630144757125925516,"151958,08",RUB,TXN-000609,списание,"37901,66",19.04.2025
Олег Изотович Калашников,13.03.1942,29757648351119611862,"515076,45",RUB,TXN-000610,списание,"27133,84",12.06.2025
Светлана Валериевна Терентьева,03.12.1993,22067139670352498247,"456576,02",RUB,TXN-000611,пополнение,"23328,73",10.07.2025
Устинов Мартьян Артемьевич,11.08.1945,33550752817924595323,"252446,18",USD,TXN-000612,списание,"1851,4",17.10.2022
Емельянова Елизавета Константиновна,04.07.1985,50768210241236287300,"458205,65",RUB,TXN-000613,пополнение,"45762,66",22.07.2025
Светлана Михайловна Васильева,17.09.1942,33250518160647396543,"108209,19",RUB,TXN-000614,пополнение,"21986,71",05.04.2024
Клавдия Захаровна Васильева,30.09.1976,61023594373912577861,"509487,89",RUB,TXN-000615,пополнение,"39753,68",06.08.2025
Евгения Александровна Филатова,18.11.1952,38520382863294428343,"516492,44",RUB,TXN-000616,пополнение,"25504,76",23.05.2025
Устинов Мартьян Артемьевич,11.08.1945,33550752817924595323,"251919,65",USD,TXN-000617,списание,"526,53",22.04.2023
Фёкла Ефимовна Шарапова,28.12.1982,48579726695618990022,"112058,44",RUB,TXN-000618,списание,"45621,5",01.05.2025
Милица Альбертовна Федорова,30.12.1952,92468136018969652921,"82093,56",RUB,TXN-000619,списание,"21990,37",21.05.2024
Михайлова Октябрина Харитоновна,19.02.1959,16375934869860732627,"22065,18",RUB,TXN-000620,списание,"48605,47",30.03.2025
Ермил Иларионович Борисов,29.08.1945,15682926376462151254,"568655,79",RUB,TXN-000621,пополнение,"28516,88",10.08.2025
Фёкла Ефимовна Шарапова,28.12.1982,91945831421091572881,"262169,31",RUB,TXN-000622,пополнение,"3749,81",10.07.2025
Прохорова Прасковья Руслановна,24.12.1998,77665585114312675407,"384349,19",RUB,TXN-000623,пополнение,"27239,51",08.07.2025
Орехова Любовь Геннадиевна,03.06.2001,54806441265151112138,"262111,5",USD,TXN-000624,пополнение,"722,69",21.07.2025
Евсеев Арефий Адамович,21.11.1948,68996098323391090719,"311884,32",RUB,TXN-000625,пополнение,"21759,04",16.07.2025
Русаков Михаил Изотович,24.01.1979,49969426189905679819,"33472,18",RUB,TXN-000626,списание,"1220,22",15.12.2024
Ольга Ильинична Гаврилова,12.11.1995,10944158191265775922,"454219,51",RUB,TXN-000627,пополнение,"41290,37",01.08.2025
Петр Фадеевич Петров,17.02.2005,99707859455831819817,"140473,83",RUB,TXN-000628,пополнение,"43152,26",09.08.2025
Стоян Аверьянович Белоусов,24.07.1952,94084535724116999534,"272669,86",RUB,TXN-000629,пополнение,"16190,25",28.07.2025
Милица Альбертовна Федорова,30.12.1952,92468136018969652921,"68755,83",RUB,TXN-000630,списание,"13337,73",03.02.2025
Ермил Иларионович Борисов,29.08.1945,29225060497343371028,"221146,7",EUR,TXN-000631,пополнение,"1277,61",01.10.2023
Александров Вячеслав Давыдович,07.10.2000,25124009860727406455,"561171,04",RUB,TXN-000632,пополнение,"36046,62",08.04.2025
Мишина Ирина Николаевна,24.04.2004,35272125170619511971,"203814,22",RUB,TXN-000633,списание,"16356,4",07.08.2025
Людмила Болеславовна Беспалова,22.03.1972,44135964820383194283,"569674,43",RUB,TXN-000634,пополнение,"16405,98",22.03.2024
Рожкова Виктория Евгеньевна,17.04.1951,01421333326843114699,"150435,81",RUB,TXN-000635,пополнение,"9655,33",07.08.2025
Денис Димитриевич Лазарев,01.02.1983,80742668620727740969,"470533,88",RUB,TXN-000636,пополнение,"16103,54",07.08.2025
Назаров Эмиль Димитриевич,01.04.1939,14560637358437832741,"8336,7",RUB,TXN-000637,пополнение,"7457,88",18.07.2025
Харитонова Дарья Вячеславовна,05.12.1990,72102115015230766299,"518667,71",RUB,TXN-000638,пополнение,"33027,51",05.12.2023
Калинин Мина Яковлевич,09.06.1994,71314804808739445677,"207221,85",RUB,TXN-000639,списание,"49630,63",11.11.2022
Михаил Валерьянович Ковалев,13.09.2005,10700399580694763355,"417691,05",RUB,TXN-000640,пополнение,"2773,47",20.11.2024
Калинин Мина Яковлевич,09.06.1994,16291612630487898634,"398254,71",RUB,TXN-000641,списание,"26422,05",30.04.2025
Светлана Валериевна Терентьева,03.12.1993,22067139670352498247,"483865,62",RUB,TXN-000642,пополнение,"27289,6",08.08.2025
Александров Вячеслав Давыдович,07.10.2000,25124009860727406455,"525024,6",RUB,TXN-000643,списание,"36146,44",13.04.2025
Ия Аркадьевна Одинцова,21.05.1977,58630144757125925516,"184132,63",RUB,TXN-000644,пополнение,"32174,55",15.06.2025
Элеонора Альбертовна Якушева,13.06.1942,13194609969557752414,"6765,33",RUB,TXN-000645,списание,"4133,17",29.03.2024
Никонова Василиса Максимовна,07.11.2005,80926382426486138198,"50213,47",RUB,TXN-000646,списание,"31557,84",23.06.2024
Милен Харитонович Ермаков,24.04.1937,63373542918980927544,"317525,84",EUR,TXN-000647,списание,"212,52",05.03.2025
